Gene	mRNA	KEGG
SoyZH13_18G039500	SoyZH13_18G039500.m1	KEGG:R01108
SoyZH13_18G039500	SoyZH13_18G039500.m2	KEGG:R01108
SoyZH13_18G040500	SoyZH13_18G040500.m1	KEGG:R00253
SoyZH13_18G041400	SoyZH13_18G041400.m1	KEGG:R03876
SoyZH13_18G041400	SoyZH13_18G041400.m2	KEGG:R03876
SoyZH13_18G043800	SoyZH13_18G043800.m1	KEGG:R00289;KEGG:R00948
SoyZH13_18G044200	SoyZH13_18G044200.m1	KEGG:R01616
SoyZH13_18G044200	SoyZH13_18G044200.m2	KEGG:R01616
SoyZH13_18G044400	SoyZH13_18G044400.m1	KEGG:R01914;KEGG:R03899;KEGG:R09074;KEGG:R09076;KEGG:R09077
SoyZH13_18G045000	SoyZH13_18G045000.m1	KEGG:R02530
SoyZH13_18G045100	SoyZH13_18G045100.m1	KEGG:R02530
SoyZH13_18G045100	SoyZH13_18G045100.m2	KEGG:R02530
SoyZH13_18G047700	SoyZH13_18G047700.m1	KEGG:R02100
SoyZH13_18G048200	SoyZH13_18G048200.m1	KEGG:R00531
SoyZH13_18G048300	SoyZH13_18G048300.m1	KEGG:R00187;KEGG:R00531;KEGG:R01619
SoyZH13_18G048300	SoyZH13_18G048300.m2	KEGG:R00187;KEGG:R00531
SoyZH13_18G048300	SoyZH13_18G048300.m3	KEGG:R00187;KEGG:R00531
SoyZH13_18G054000	SoyZH13_18G054000.m1	KEGG:R03876
SoyZH13_18G054000	SoyZH13_18G054000.m2	KEGG:R03876
SoyZH13_18G054100	SoyZH13_18G054100.m1	KEGG:R03532
SoyZH13_18G054200	SoyZH13_18G054200.m1	KEGG:R03532
SoyZH13_18G054300	SoyZH13_18G054300.m1	KEGG:R03532
SoyZH13_18G054400	SoyZH13_18G054400.m1	KEGG:R03532
SoyZH13_18G054500	SoyZH13_18G054500.m1	KEGG:R03532
SoyZH13_18G055000	SoyZH13_18G055000.m1	KEGG:R06307
SoyZH13_18G056000	SoyZH13_18G056000.m1	KEGG:R00083
SoyZH13_18G056100	SoyZH13_18G056100.m1	KEGG:R00083
SoyZH13_18G059300	SoyZH13_18G059300.m1	KEGG:R00804;KEGG:R02732
SoyZH13_18G059300	SoyZH13_18G059300.m2	KEGG:R00804;KEGG:R02732
SoyZH13_18G060500	SoyZH13_18G060500.m1	KEGG:R03876
SoyZH13_18G061101	SoyZH13_18G061101.m1	KEGG:R03876
SoyZH13_18G061800	SoyZH13_18G061800.m1	KEGG:R03876
SoyZH13_18G061800	SoyZH13_18G061800.m2	KEGG:R03876
SoyZH13_18G061800	SoyZH13_18G061800.m3	KEGG:R03876
SoyZH13_18G062500	SoyZH13_18G062500.m1	KEGG:R03876
SoyZH13_18G062600	SoyZH13_18G062600.m1	KEGG:R03876
SoyZH13_18G063000	SoyZH13_18G063000.m1	KEGG:R00083
SoyZH13_18G063000	SoyZH13_18G063000.m2	KEGG:R00083
SoyZH13_18G070200	SoyZH13_18G070200.m1	KEGG:R00966
SoyZH13_18G070200	SoyZH13_18G070200.m2	KEGG:R00966
SoyZH13_18G070200	SoyZH13_18G070200.m3	KEGG:R00966
SoyZH13_18G072900	SoyZH13_18G072900.m1	KEGG:R00103
SoyZH13_18G072900	SoyZH13_18G072900.m2	KEGG:R00103
SoyZH13_18G072900	SoyZH13_18G072900.m3	KEGG:R00103
SoyZH13_18G072900	SoyZH13_18G072900.m4	KEGG:R00103
SoyZH13_18G072900	SoyZH13_18G072900.m5	KEGG:R00103
SoyZH13_18G072900	SoyZH13_18G072900.m6	KEGG:R00103
SoyZH13_18G073200	SoyZH13_18G073200.m1	KEGG:R01616
SoyZH13_18G075900	SoyZH13_18G075900.m1	KEGG:R00586
SoyZH13_18G079101	SoyZH13_18G079101.m1	KEGG:R06016
SoyZH13_18G079101	SoyZH13_18G079101.m2	KEGG:R06016
SoyZH13_18G079101	SoyZH13_18G079101.m3	KEGG:R06016
SoyZH13_18G079101	SoyZH13_18G079101.m4	KEGG:R06016
SoyZH13_18G086300	SoyZH13_18G086300.m1	KEGG:R04657
SoyZH13_18G086302	SoyZH13_18G086302.m1	KEGG:R04657
SoyZH13_18G088100	SoyZH13_18G088100.m1	KEGG:R07606
SoyZH13_18G088100	SoyZH13_18G088100.m2	KEGG:R07606
SoyZH13_18G088100	SoyZH13_18G088100.m3	KEGG:R07606
SoyZH13_18G088100	SoyZH13_18G088100.m4	KEGG:R07606
SoyZH13_18G088100	SoyZH13_18G088100.m5	KEGG:R07606
SoyZH13_18G088100	SoyZH13_18G088100.m6	KEGG:R07606
SoyZH13_18G088100	SoyZH13_18G088100.m7	KEGG:R07606
SoyZH13_18G088100	SoyZH13_18G088100.m8	KEGG:R07606
SoyZH13_18G088400	SoyZH13_18G088400.m1	KEGG:R04734
SoyZH13_18G088400	SoyZH13_18G088400.m2	KEGG:R04734
SoyZH13_18G093100	SoyZH13_18G093100.m1	KEGG:R02722
SoyZH13_18G093500	SoyZH13_18G093500.m1	KEGG:R02453
SoyZH13_18G093600	SoyZH13_18G093600.m1	KEGG:R02453
SoyZH13_18G093700	SoyZH13_18G093700.m1	KEGG:R02453
SoyZH13_18G094300	SoyZH13_18G094300.m1	KEGG:R02453
SoyZH13_18G094400	SoyZH13_18G094400.m1	KEGG:R02453
SoyZH13_18G094700	SoyZH13_18G094700.m1	KEGG:R00351
SoyZH13_18G096200	SoyZH13_18G096200.m1	KEGG:R00293;KEGG:R06513
SoyZH13_18G096200	SoyZH13_18G096200.m2	KEGG:R00293;KEGG:R06513
SoyZH13_18G096200	SoyZH13_18G096200.m3	KEGG:R00293;KEGG:R06513
SoyZH13_18G096200	SoyZH13_18G096200.m4	KEGG:R00293;KEGG:R06513
SoyZH13_18G096600	SoyZH13_18G096600.m1	KEGG:R00162
SoyZH13_18G096600	SoyZH13_18G096600.m2	KEGG:R00162
SoyZH13_18G096600	SoyZH13_18G096600.m3	KEGG:R00162
SoyZH13_18G096800	SoyZH13_18G096800.m1	KEGG:R01049
SoyZH13_18G101000	SoyZH13_18G101000.m1	KEGG:R02003;KEGG:R02061
SoyZH13_18G102200	SoyZH13_18G102200.m1	KEGG:R02453
SoyZH13_18G102200	SoyZH13_18G102200.m2	KEGG:R02453
SoyZH13_18G102200	SoyZH13_18G102200.m3	KEGG:R02453
SoyZH13_18G104600	SoyZH13_18G104600.m2	KEGG:R01708
SoyZH13_18G105200	SoyZH13_18G105200.m1	KEGG:R03899;KEGG:R09074;KEGG:R09076;KEGG:R09077
SoyZH13_18G105700	SoyZH13_18G105700.m1	KEGG:R00585
SoyZH13_18G105700	SoyZH13_18G105700.m2	KEGG:R00585
SoyZH13_18G106600	SoyZH13_18G106600.m1	KEGG:R02874
SoyZH13_18G108600	SoyZH13_18G108600.m1	KEGG:R03876
SoyZH13_18G112000	SoyZH13_18G112000.m1	KEGG:R03876
SoyZH13_18G112000	SoyZH13_18G112000.m2	KEGG:R03876
SoyZH13_18G112000	SoyZH13_18G112000.m3	KEGG:R03876
SoyZH13_18G112000	SoyZH13_18G112000.m4	KEGG:R03876
SoyZH13_18G117805	SoyZH13_18G117805.m1	KEGG:R03532
SoyZH13_18G119900	SoyZH13_18G119900.m1	KEGG:R05799;KEGG:R09087
SoyZH13_18G120100	SoyZH13_18G120100.m1	KEGG:R01737
SoyZH13_18G122803	SoyZH13_18G122803.m1	KEGG:R03532
SoyZH13_18G124100	SoyZH13_18G124100.m1	KEGG:R04150
SoyZH13_18G127200	SoyZH13_18G127200.m1	KEGG:R01853;KEGG:R02173;KEGG:R02529;KEGG:R02613
SoyZH13_18G130200	SoyZH13_18G130200.m1	KEGG:R03876
SoyZH13_18G130800	SoyZH13_18G130800.m1	KEGG:R05636;KEGG:ko00730
SoyZH13_18G130800	SoyZH13_18G130800.m2	KEGG:R05636;KEGG:ko00730
SoyZH13_18G131800	SoyZH13_18G131800.m1	KEGG:R03876
SoyZH13_18G135901	SoyZH13_18G135901.m1	KEGG:R06946
SoyZH13_18G136300	SoyZH13_18G136300.m1	KEGG:R03876
SoyZH13_18G136300	SoyZH13_18G136300.m2	KEGG:R03876
SoyZH13_18G136300	SoyZH13_18G136300.m3	KEGG:R03876
SoyZH13_18G136340	SoyZH13_18G136340.m1	KEGG:R07359
SoyZH13_18G137503	SoyZH13_18G137503.m1	KEGG:R00586
SoyZH13_18G140200	SoyZH13_18G140200.m1	KEGG:R00424
SoyZH13_18G143400	SoyZH13_18G143400.m1	KEGG:R05857
SoyZH13_18G148500	SoyZH13_18G148500.m1	KEGG:R03876
SoyZH13_18G148500	SoyZH13_18G148500.m2	KEGG:R03876
SoyZH13_18G148500	SoyZH13_18G148500.m3	KEGG:R03876
SoyZH13_18G148500	SoyZH13_18G148500.m4	KEGG:R03876
SoyZH13_18G148500	SoyZH13_18G148500.m5	KEGG:R03876
SoyZH13_18G150200	SoyZH13_18G150200.m1	KEGG:R03876
SoyZH13_18G152501	SoyZH13_18G152501.m1	KEGG:R03876
SoyZH13_18G153200	SoyZH13_18G153200.m1	KEGG:R00083
SoyZH13_18G153300	SoyZH13_18G153300.m1	KEGG:R03918
SoyZH13_18G153401	SoyZH13_18G153401.m1	KEGG:R00083
SoyZH13_18G153402	SoyZH13_18G153402.m1	KEGG:R00083
SoyZH13_18G153700	SoyZH13_18G153700.m1	KEGG:R00083
SoyZH13_18G155500	SoyZH13_18G155500.m1	KEGG:R03532
SoyZH13_18G155500	SoyZH13_18G155500.m2	KEGG:R03532
SoyZH13_18G156100	SoyZH13_18G156100.m1	KEGG:R00630
SoyZH13_18G156100	SoyZH13_18G156100.m2	KEGG:R00630
SoyZH13_18G156100	SoyZH13_18G156100.m3	KEGG:R00630
SoyZH13_18G157500	SoyZH13_18G157500.m1	KEGG:R03876
SoyZH13_18G157500	SoyZH13_18G157500.m2	KEGG:R03876
SoyZH13_18G157500	SoyZH13_18G157500.m3	KEGG:R03876
SoyZH13_18G157500	SoyZH13_18G157500.m4	KEGG:R03876
SoyZH13_18G159300	SoyZH13_18G159300.m1	KEGG:R00083
SoyZH13_18G159500	SoyZH13_18G159500.m1	KEGG:R00083
SoyZH13_18G160000	SoyZH13_18G160000.m1	KEGG:R03876
SoyZH13_18G160100	SoyZH13_18G160100.m1	KEGG:R00630
SoyZH13_18G161800	SoyZH13_18G161800.m1	KEGG:R02832
SoyZH13_18G162201	SoyZH13_18G162201.m1	KEGG:R02832
SoyZH13_18G162300	SoyZH13_18G162300.m1	KEGG:R02832
SoyZH13_18G162300	SoyZH13_18G162300.m2	KEGG:R02832
SoyZH13_18G163300	SoyZH13_18G163300.m1	KEGG:R02820
SoyZH13_18G163500	SoyZH13_18G163500.m1	KEGG:R02820
SoyZH13_18G163500	SoyZH13_18G163500.m2	KEGG:R02820
SoyZH13_18G163500	SoyZH13_18G163500.m3	KEGG:R02820
SoyZH13_18G163500	SoyZH13_18G163500.m4	KEGG:R02820
SoyZH13_18G165700	SoyZH13_18G165700.m1	KEGG:R02530
SoyZH13_18G167400	SoyZH13_18G167400.m1	KEGG:R01891;KEGG:R08969
SoyZH13_18G167501	SoyZH13_18G167501.m1	KEGG:R00083
SoyZH13_18G167502	SoyZH13_18G167502.m1	KEGG:R00083
SoyZH13_18G167800	SoyZH13_18G167800.m1	KEGG:R00083
SoyZH13_18G168000	SoyZH13_18G168000.m1	KEGG:R00083
SoyZH13_18G168100	SoyZH13_18G168100.m1	KEGG:R00804
SoyZH13_18G169900	SoyZH13_18G169900.m1	KEGG:R03876
SoyZH13_18G169900	SoyZH13_18G169900.m2	KEGG:R03876
SoyZH13_18G169900	SoyZH13_18G169900.m3	KEGG:R03876
SoyZH13_18G169900	SoyZH13_18G169900.m4	KEGG:R03876
SoyZH13_18G169900	SoyZH13_18G169900.m5	KEGG:R03876
SoyZH13_18G169900	SoyZH13_18G169900.m6	KEGG:R03876
SoyZH13_18G170500	SoyZH13_18G170500.m1	KEGG:R03876
SoyZH13_18G171400	SoyZH13_18G171400.m1	KEGG:R00083
SoyZH13_18G171400	SoyZH13_18G171400.m2	KEGG:R00083
SoyZH13_18G171400	SoyZH13_18G171400.m3	KEGG:R00083
SoyZH13_18G171400	SoyZH13_18G171400.m4	KEGG:R00083
SoyZH13_18G173701	SoyZH13_18G173701.m1	KEGG:R00946;KEGG:R04405
SoyZH13_18G174200	SoyZH13_18G174200.m1	KEGG:R03876
SoyZH13_18G174200	SoyZH13_18G174200.m2	KEGG:R03876
SoyZH13_18G174200	SoyZH13_18G174200.m3	KEGG:R03876
SoyZH13_18G174300	SoyZH13_18G174300.m1	KEGG:R00259;KEGG:R02282
SoyZH13_18G174400	SoyZH13_18G174400.m1	KEGG:R06983
SoyZH13_18G175200	SoyZH13_18G175200.m1	KEGG:R00630
SoyZH13_18G175300	SoyZH13_18G175300.m1	KEGG:R03876
SoyZH13_18G177100	SoyZH13_18G177100.m1	KEGG:R06284
SoyZH13_18G181900	SoyZH13_18G181900.m1	KEGG:R02820
SoyZH13_18G182800	SoyZH13_18G182800.m1	KEGG:R06954
SoyZH13_18G185000	SoyZH13_18G185000.m1	KEGG:R03532
SoyZH13_18G185100	SoyZH13_18G185100.m1	KEGG:R03532
SoyZH13_18G187500	SoyZH13_18G187500.m1	KEGG:R03876
SoyZH13_18G189900	SoyZH13_18G189900.m1	KEGG:R01103
SoyZH13_18G189900	SoyZH13_18G189900.m2	KEGG:R01103
SoyZH13_18G190200	SoyZH13_18G190200.m1	KEGG:R03876
SoyZH13_18G191900	SoyZH13_18G191900.m1	KEGG:R03876
SoyZH13_18G191900	SoyZH13_18G191900.m2	KEGG:R03876
SoyZH13_18G192100	SoyZH13_18G192100.m1	KEGG:R03876
SoyZH13_18G192100	SoyZH13_18G192100.m2	KEGG:R03876
SoyZH13_18G192100	SoyZH13_18G192100.m3	KEGG:R03876
SoyZH13_18G192100	SoyZH13_18G192100.m4	KEGG:R03876
SoyZH13_18G192100	SoyZH13_18G192100.m5	KEGG:R03876
SoyZH13_18G195200	SoyZH13_18G195200.m1	KEGG:R02292
SoyZH13_18G196501	SoyZH13_18G196501.m1	KEGG:R03269
SoyZH13_18G196502	SoyZH13_18G196502.m1	KEGG:R03269
SoyZH13_18G196700	SoyZH13_18G196700.m1	KEGG:R03269
SoyZH13_18G196800	SoyZH13_18G196800.m1	KEGG:R03269
SoyZH13_18G196800	SoyZH13_18G196800.m2	KEGG:R03269
SoyZH13_18G196900	SoyZH13_18G196900.m1	KEGG:R03269
SoyZH13_18G197000	SoyZH13_18G197000.m1	KEGG:R03269
SoyZH13_18G201600	SoyZH13_18G201600.m1	KEGG:R04469
SoyZH13_18G201600	SoyZH13_18G201600.m2	KEGG:R04469
SoyZH13_18G201901	SoyZH13_18G201901.m1	KEGG:R00214
SoyZH13_18G202400	SoyZH13_18G202400.m1	KEGG:R01818
SoyZH13_18G202500	SoyZH13_18G202500.m1	KEGG:R01220
SoyZH13_18G205500	SoyZH13_18G205500.m1	KEGG:R03876
SoyZH13_18G205500	SoyZH13_18G205500.m2	KEGG:R03876
SoyZH13_18G205500	SoyZH13_18G205500.m3	KEGG:R03876
SoyZH13_18G205500	SoyZH13_18G205500.m4	KEGG:R03876
SoyZH13_18G205500	SoyZH13_18G205500.m5	KEGG:R03876
SoyZH13_18G205500	SoyZH13_18G205500.m6	KEGG:R03876
SoyZH13_18G206900	SoyZH13_18G206900.m1	KEGG:R03876
SoyZH13_18G207500	SoyZH13_18G207500.m1	KEGG:R03876
SoyZH13_18G207800	SoyZH13_18G207800.m1	KEGG:R03876
SoyZH13_18G208700	SoyZH13_18G208700.m1	KEGG:R03876
SoyZH13_18G208900	SoyZH13_18G208900.m1	KEGG:R00162
SoyZH13_18G208900	SoyZH13_18G208900.m2	KEGG:R00162
SoyZH13_18G208900	SoyZH13_18G208900.m3	KEGG:R00162
SoyZH13_18G210100	SoyZH13_18G210100.m1	KEGG:R00179
SoyZH13_18G210500	SoyZH13_18G210500.m1	KEGG:R00104
SoyZH13_18G214400	SoyZH13_18G214400.m1	KEGG:R01123
SoyZH13_18G214600	SoyZH13_18G214600.m1	KEGG:R03458;KEGG:R03459
SoyZH13_18G214600	SoyZH13_18G214600.m2	KEGG:R03458;KEGG:R03459
SoyZH13_18G215200	SoyZH13_18G215200.m1	KEGG:R00768
SoyZH13_18G215200	SoyZH13_18G215200.m2	KEGG:R00768
SoyZH13_18G216300	SoyZH13_18G216300.m1	KEGG:R04034
SoyZH13_18G216700	SoyZH13_18G216700.m1	KEGG:R01334
SoyZH13_18G220200	SoyZH13_18G220200.m1	KEGG:R03254
SoyZH13_18G220200	SoyZH13_18G220200.m2	KEGG:R03254
SoyZH13_18G226000	SoyZH13_18G226000.m1	KEGG:R09656;KEGG:R09658
SoyZH13_18G226200	SoyZH13_18G226200.m1	KEGG:R05799;KEGG:R09087
SoyZH13_18G226200	SoyZH13_18G226200.m2	KEGG:R05799;KEGG:R09087
SoyZH13_18G227400	SoyZH13_18G227400.m1	KEGG:R00893
SoyZH13_18G227400	SoyZH13_18G227400.m2	KEGG:R00893
SoyZH13_18G227600	SoyZH13_18G227600.m1	KEGG:R03136
SoyZH13_18G227800	SoyZH13_18G227800.m1	KEGG:R03136
SoyZH13_18G227900	SoyZH13_18G227900.m1	KEGG:R03136
SoyZH13_18G228000	SoyZH13_18G228000.m1	KEGG:R03136
SoyZH13_18G228100	SoyZH13_18G228100.m1	KEGG:R03136
SoyZH13_18G232800	SoyZH13_18G232800.m1	KEGG:R00630
SoyZH13_18G232800	SoyZH13_18G232800.m2	KEGG:R00630
SoyZH13_18G233800	SoyZH13_18G233800.m1	KEGG:R03623;KEGG:R07242
SoyZH13_18G234100	SoyZH13_18G234100.m1	KEGG:R03876
SoyZH13_18G234100	SoyZH13_18G234100.m2	KEGG:R03876
SoyZH13_18G234100	SoyZH13_18G234100.m3	KEGG:R03876
SoyZH13_18G234100	SoyZH13_18G234100.m4	KEGG:R03876
SoyZH13_18G234100	SoyZH13_18G234100.m5	KEGG:R03876
SoyZH13_18G234100	SoyZH13_18G234100.m6	KEGG:R03876
SoyZH13_18G234100	SoyZH13_18G234100.m7	KEGG:R03876
SoyZH13_18G235000	SoyZH13_18G235000.m1	KEGG:R00286
SoyZH13_18G235000	SoyZH13_18G235000.m2	KEGG:R00286
SoyZH13_18G235800	SoyZH13_18G235800.m1	KEGG:R03094
SoyZH13_18G235900	SoyZH13_18G235900.m1	KEGG:R03094
SoyZH13_18G236000	SoyZH13_18G236000.m1	KEGG:R03094
SoyZH13_18G238700	SoyZH13_18G238700.m1	KEGG:R00630;KEGG:R05825
SoyZH13_18G238700	SoyZH13_18G238700.m2	KEGG:R00630;KEGG:R05825
SoyZH13_18G240500	SoyZH13_18G240500.m1	KEGG:R03532
SoyZH13_18G242500	SoyZH13_18G242500.m1	KEGG:R03737
SoyZH13_18G243400	SoyZH13_18G243400.m1	KEGG:R03876
SoyZH13_18G243400	SoyZH13_18G243400.m2	KEGG:R03876
SoyZH13_18G243400	SoyZH13_18G243400.m3	KEGG:R03876
SoyZH13_18G243400	SoyZH13_18G243400.m4	KEGG:R03876
SoyZH13_18G244900	SoyZH13_18G244900.m1	KEGG:R03361
SoyZH13_18G244900	SoyZH13_18G244900.m2	KEGG:R03361
SoyZH13_18G244900	SoyZH13_18G244900.m3	KEGG:R03361
SoyZH13_18G244900	SoyZH13_18G244900.m4	KEGG:R03361
SoyZH13_18G244900	SoyZH13_18G244900.m5	KEGG:R03361
SoyZH13_18G244900	SoyZH13_18G244900.m6	KEGG:R03361
SoyZH13_18G245200	SoyZH13_18G245200.m1	KEGG:R03876
SoyZH13_18G245200	SoyZH13_18G245200.m2	KEGG:R03876
SoyZH13_18G246400	SoyZH13_18G246400.m1	KEGG:R00162
SoyZH13_18G247500	SoyZH13_18G247500.m1	KEGG:R00178
SoyZH13_18G247500	SoyZH13_18G247500.m2	KEGG:R00178
SoyZH13_18G249000	SoyZH13_18G249000.m1	KEGG:R04420
SoyZH13_18G249000	SoyZH13_18G249000.m2	KEGG:R04420
SoyZH13_18G249300	SoyZH13_18G249300.m1	KEGG:R03402
SoyZH13_18G253500	SoyZH13_18G253500.m1	KEGG:R02016
SoyZH13_18G253600	SoyZH13_18G253600.m1	KEGG:R00138
SoyZH13_18G254000	SoyZH13_18G254000.m1	KEGG:R02820
SoyZH13_18G260100	SoyZH13_18G260100.m1	KEGG:R03876
SoyZH13_18G261900	SoyZH13_18G261900.m1	KEGG:R07419
SoyZH13_18G263002	SoyZH13_18G263002.m1	KEGG:R00630
SoyZH13_18G263002	SoyZH13_18G263002.m2	KEGG:R00630
SoyZH13_18G263002	SoyZH13_18G263002.m3	KEGG:R00630
SoyZH13_18G263800	SoyZH13_18G263800.m1	KEGG:R03532
SoyZH13_18G263800	SoyZH13_18G263800.m2	KEGG:R03532
SoyZH13_18G263800	SoyZH13_18G263800.m3	KEGG:R03532
SoyZH13_18G263800	SoyZH13_18G263800.m4	KEGG:R03532
SoyZH13_18G266600	SoyZH13_18G266600.m1	KEGG:R00630;KEGG:R04034
SoyZH13_18G267000	SoyZH13_18G267000.m1	KEGG:R00479
SoyZH13_18G267500	SoyZH13_18G267500.m1	KEGG:R03876
SoyZH13_18G267500	SoyZH13_18G267500.m2	KEGG:R03876
SoyZH13_18G269100	SoyZH13_18G269100.m1	KEGG:R01801
SoyZH13_18G269100	SoyZH13_18G269100.m2	KEGG:R01801
SoyZH13_19G000300	SoyZH13_19G000300.m1	KEGG:R00104
SoyZH13_19G000300	SoyZH13_19G000300.m2	KEGG:R00104
SoyZH13_19G000300	SoyZH13_19G000300.m3	KEGG:R00104
SoyZH13_19G000300	SoyZH13_19G000300.m4	KEGG:R00104
SoyZH13_19G008500	SoyZH13_19G008500.m1	KEGG:R00519
SoyZH13_19G008900	SoyZH13_19G008900.m1	KEGG:R01856
SoyZH13_19G011000	SoyZH13_19G011000.m1	KEGG:R03532
SoyZH13_19G011100	SoyZH13_19G011100.m1	KEGG:R03532
SoyZH13_19G011100	SoyZH13_19G011100.m2	KEGG:R03532
SoyZH13_19G011100	SoyZH13_19G011100.m3	KEGG:R03532
SoyZH13_19G011200	SoyZH13_19G011200.m1	KEGG:R03532
SoyZH13_19G011300	SoyZH13_19G011300.m1	KEGG:R03532
SoyZH13_19G012100	SoyZH13_19G012100.m1	KEGG:R00630
SoyZH13_19G012100	SoyZH13_19G012100.m2	KEGG:R00630
SoyZH13_19G012100	SoyZH13_19G012100.m3	KEGG:R00630
SoyZH13_19G012400	SoyZH13_19G012400.m1	KEGG:R03532
SoyZH13_19G012500	SoyZH13_19G012500.m1	KEGG:R03876
SoyZH13_19G015300	SoyZH13_19G015300.m1	KEGG:R04404
SoyZH13_19G015300	SoyZH13_19G015300.m2	KEGG:R04404
SoyZH13_19G015900	SoyZH13_19G015900.m1	KEGG:R07234
SoyZH13_19G016300	SoyZH13_19G016300.m1	KEGG:R03219
SoyZH13_19G018700	SoyZH13_19G018700.m1	KEGG:R00893
SoyZH13_19G019000	SoyZH13_19G019000.m1	KEGG:R03083
SoyZH13_19G019000	SoyZH13_19G019000.m2	KEGG:R03083
SoyZH13_19G019700	SoyZH13_19G019700.m1	KEGG:R03876
SoyZH13_19G019700	SoyZH13_19G019700.m2	KEGG:R03876
SoyZH13_19G019700	SoyZH13_19G019700.m3	KEGG:R03876
SoyZH13_19G021600	SoyZH13_19G021600.m1	KEGG:R07359
SoyZH13_19G023301	SoyZH13_19G023301.m1	KEGG:R00630
SoyZH13_19G024900	SoyZH13_19G024900.m1	KEGG:R01715
SoyZH13_19G025000	SoyZH13_19G025000.m1	KEGG:R03876
SoyZH13_19G025000	SoyZH13_19G025000.m2	KEGG:R03876
SoyZH13_19G025000	SoyZH13_19G025000.m3	KEGG:R03876
SoyZH13_19G025100	SoyZH13_19G025100.m1	KEGG:R03876
SoyZH13_19G025100	SoyZH13_19G025100.m2	KEGG:R03876
SoyZH13_19G026100	SoyZH13_19G026100.m1	KEGG:R00286
SoyZH13_19G026900	SoyZH13_19G026900.m1	KEGG:R03094
SoyZH13_19G027000	SoyZH13_19G027000.m1	KEGG:R03094
SoyZH13_19G029302	SoyZH13_19G029302.m1	KEGG:R03876
SoyZH13_19G031800	SoyZH13_19G031800.m1	KEGG:R03876
SoyZH13_19G033600	SoyZH13_19G033600.m2	KEGG:R00630
SoyZH13_19G034700	SoyZH13_19G034700.m1	KEGG:R03876
SoyZH13_19G034900	SoyZH13_19G034900.m1	KEGG:R00162
SoyZH13_19G037100	SoyZH13_19G037100.m1	KEGG:R00630
SoyZH13_19G037100	SoyZH13_19G037100.m2	KEGG:R00630
SoyZH13_19G038400	SoyZH13_19G038400.m1	KEGG:R00674;KEGG:R02722
SoyZH13_19G039900	SoyZH13_19G039900.m1	KEGG:R04420
SoyZH13_19G039900	SoyZH13_19G039900.m2	KEGG:R04420
SoyZH13_19G040201	SoyZH13_19G040201.m1	KEGG:R00948
SoyZH13_19G040500	SoyZH13_19G040500.m1	KEGG:R03402
SoyZH13_19G043100	SoyZH13_19G043100.m1	KEGG:R00630
SoyZH13_19G043100	SoyZH13_19G043100.m2	KEGG:R00630
SoyZH13_19G043203	SoyZH13_19G043203.m1	KEGG:R06948
SoyZH13_19G043203	SoyZH13_19G043203.m2	KEGG:R06948
SoyZH13_19G045400	SoyZH13_19G045400.m1	KEGG:R00885
SoyZH13_19G046000	SoyZH13_19G046000.m1	KEGG:R00630;KEGG:R09656;KEGG:R09658
SoyZH13_19G046000	SoyZH13_19G046000.m2	KEGG:R09656;KEGG:R09658
SoyZH13_19G046100	SoyZH13_19G046100.m1	KEGG:R09656;KEGG:R09658
SoyZH13_19G046300	SoyZH13_19G046300.m1	KEGG:R09656;KEGG:R09658
SoyZH13_19G046400	SoyZH13_19G046400.m1	KEGG:R09656;KEGG:R09658
SoyZH13_19G046500	SoyZH13_19G046500.m1	KEGG:R00966
SoyZH13_19G046500	SoyZH13_19G046500.m2	KEGG:R00966
SoyZH13_19G048400	SoyZH13_19G048400.m1	KEGG:R09656;KEGG:R09658
SoyZH13_19G048600	SoyZH13_19G048600.m1	KEGG:R00842
SoyZH13_19G048600	SoyZH13_19G048600.m2	KEGG:R00842
SoyZH13_19G050700	SoyZH13_19G050700.m1	KEGG:R03231
SoyZH13_19G051600	SoyZH13_19G051600.m1	KEGG:R03401
SoyZH13_19G058700	SoyZH13_19G058700.m1	KEGG:R03876
SoyZH13_19G060300	SoyZH13_19G060300.m1	KEGG:R00093
SoyZH13_19G060300	SoyZH13_19G060300.m2	KEGG:R00093
SoyZH13_19G060300	SoyZH13_19G060300.m3	KEGG:R00093
SoyZH13_19G060300	SoyZH13_19G060300.m4	KEGG:R00093
SoyZH13_19G060300	SoyZH13_19G060300.m5	KEGG:R00093
SoyZH13_19G060300	SoyZH13_19G060300.m6	KEGG:R00093
SoyZH13_19G060800	SoyZH13_19G060800.m1	KEGG:R03532
SoyZH13_19G062000	SoyZH13_19G062000.m1	KEGG:R00531
SoyZH13_19G062300	SoyZH13_19G062300.m1	KEGG:R02055
SoyZH13_19G062400	SoyZH13_19G062400.m1	KEGG:R02055
SoyZH13_19G062400	SoyZH13_19G062400.m2	KEGG:R02055
SoyZH13_19G063400	SoyZH13_19G063400.m1	KEGG:R00533
SoyZH13_19G063400	SoyZH13_19G063400.m2	KEGG:R00533
SoyZH13_19G063800	SoyZH13_19G063800.m1	KEGG:R00885
SoyZH13_19G064100	SoyZH13_19G064100.m1	KEGG:R03876
SoyZH13_19G064100	SoyZH13_19G064100.m2	KEGG:R03876
SoyZH13_19G064100	SoyZH13_19G064100.m3	KEGG:R03876
SoyZH13_19G064100	SoyZH13_19G064100.m4	KEGG:R03876
SoyZH13_19G064100	SoyZH13_19G064100.m5	KEGG:R03876
